user_id,order_id
147243,1201011
147243,1201011
147243,1201011
147243,1201011
147243,1201011
147243,1201011
147243,1201011
147243,1201011
147243,1201011
147243,1201011
147243,1201011
147243,1201011
147243,1201011
147243,1201011
147243,1201011
176782,1670129
176782,1670129
176782,1670129
176782,1670129
176782,1670129
176782,1670129
176782,1670129
176782,1670129
176782,1670129
176782,1670129
176782,1670129
176782,1670129
176782,1670129
176782,1670129
176782,1670129
176782,1670129
176782,1670129
176782,1670129
176782,1670129
176782,1670129
176782,1670129
176782,1670129
176782,1670129
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
104339,1120472
145672,2462625
145672,2462625
145672,2462625
145672,2462625
145672,2462625
145672,2462625
145672,2462625
145672,2462625
145672,2462625
145695,1336344
145695,1336344
145695,1336344
145695,1336344
145695,1336344
145695,1336344
145695,1336344
39256,2505250
39256,2505250
39256,2505250
39256,2505250
39256,2505250
39256,2505250
39256,2505250
39256,2505250
39256,2505250
39256,2505250
151453,1439143
151453,1439143
151453,1439143
151453,1439143
151453,1439143
151453,1439143
151453,1439143
151453,1439143
151453,1439143
151453,1439143
151453,1439143
151453,1439143
151453,1439143
151453,1439143
151453,1439143
151453,1439143
151453,1439143
151453,1439143
151453,1439143
151453,1439143
151453,1439143
151453,1439143
37753,96161
37753,96161
37753,96161
37753,96161
37753,96161
37753,96161
37753,96161
37753,96161
37753,96161
37753,96161
37753,96161
37753,96161
37753,96161
37753,96161
37753,96161
37753,96161
37753,96161
37753,96161
37753,96161
37753,96161
37753,96161
37753,96161
37753,96161
37753,96161
37753,96161
37753,96161
64475,3015004
64475,3015004
64475,3015004
64475,3015004
64475,3015004
64475,3015004
64475,3015004
64475,3015004
64475,3015004
64475,3015004
64475,3015004
64475,3015004
64475,3015004
64475,3015004
64475,3015004
187332,1510682
187332,1510682
187332,1510682
187332,1510682
187332,1510682
187332,1510682
187332,1510682
187332,1510682
187332,1510682
187332,1510682
187332,1510682
187332,1510682
187332,1510682
187332,1510682
65302,1974383
65302,1974383
65302,1974383
65302,1974383
65302,1974383
65302,1974383
65302,1974383
65302,1974383
65302,1974383
65302,1974383
65302,1974383
65302,1974383
65302,1974383
65302,1974383
65302,1974383
65302,1974383
65302,1974383
65302,1974383
65302,1974383
65302,1974383
65302,1974383
65302,1974383
65302,1974383
65302,1974383
65302,1974383
65302,1974383
155723,146256
155723,146256
155723,146256
155723,146256
155723,146256
155723,146256
155723,146256
155723,146256
155723,146256
155723,146256
155723,146256
155723,146256
155723,146256
155723,146256
155723,146256
155723,146256
155723,146256
155723,146256
155723,146256
155723,146256
155723,146256
155723,146256
155723,146256
155723,146256
155723,146256
155723,146256
155723,146256
155723,146256
155723,146256
110833,1980283
110833,1980283
110833,1980283
110833,1980283
110833,1980283
110833,1980283
110833,1980283
40821,1988816
40821,1988816
40821,1988816
40821,1988816
40821,1988816
40821,1988816
40821,1988816
40821,1988816
40821,1988816
40821,1988816
40821,1988816
40821,1988816
40821,1988816
40821,1988816
40821,1988816
40821,1988816
40821,1988816
40821,1988816
40821,1988816
40821,1988816
40821,1988816
40821,1988816
40821,1988816
40821,1988816
40821,1988816
40821,1988816
40821,1988816
40821,1988816
40821,1988816
40821,1988816
40821,1988816
40821,1988816
145705,1642297
145705,1642297
145705,1642297
145705,1642297
145705,1642297
145705,1642297
145705,1642297
145705,1642297
145705,1642297
145705,1642297
145705,1642297
145705,1642297
145705,1642297
145705,1642297
145705,1642297
145705,1642297
145705,1642297
145705,1642297
145705,1642297
145705,1642297
145705,1642297
145705,1642297
145705,1642297
145705,1642297
145705,1642297
2313,3303143
2313,3303143
2313,3303143
2313,3303143
2313,3303143
2313,3303143
2313,3303143
2313,3303143
2313,3303143
2313,3303143
2313,3303143
2313,3303143
2313,3303143
2313,3303143
2313,3303143
2313,3303143
136317,2881059
136317,2881059
136317,2881059
136317,2881059
136317,2881059
136317,2881059
136317,2881059
136317,2881059
136317,2881059
136317,2881059
136317,2881059
136317,2881059
136317,2881059
136317,2881059
200594,2774851
200594,2774851
200594,2774851
200594,2774851
200594,2774851
200594,2774851
200594,2774851
200594,2774851
200594,2774851
200594,2774851
200594,2774851
83512,2256489
83512,2256489
83512,2256489
83512,2256489
83512,2256489
83512,2256489
83512,2256489
83512,2256489
83512,2256489
83512,2256489
83512,2256489
83512,2256489
83512,2256489
83512,2256489
83512,2256489
83512,2256489
83512,2256489
83512,2256489
83512,2256489
83512,2256489
83512,2256489
83512,2256489
123845,1210499
123845,1210499
123845,1210499
123845,1210499
123845,1210499
123845,1210499
123845,1210499
123845,1210499
123845,1210499
123845,1210499
123845,1210499
123845,1210499
123845,1210499
123845,1210499
123845,1210499
123845,1210499
123845,1210499
